LoanID,ClienteID,Fecha,SaldoContable,CentroCosto
L01146,C04684,2025-11-01,261156,Barcelona
L01147,C01623,2025-11-01,165079,Madrid
L01148,C00342,2025-11-01,9930,Madrid
L01149,C04053,2025-11-01,127651,Barcelona
L01150,C02075,2025-11-01,278488,Valencia
L01151,C00646,2025-11-01,52280,Madrid
L01152,C04827,2025-11-01,246111,Barcelona
L01153,C04264,2025-11-01,236632,Valencia
L01154,C00610,2025-11-01,219629,Madrid
L01155,C00455,2025-11-01,30913,Madrid
L01156,C02954,2025-11-01,75356,Valencia
L01157,C01709,2025-11-01,271776,Valencia
L01158,C03473,2025-11-01,35319,Valencia
L01159,C02970,2025-11-01,99267,Valencia
L01160,C03029,2025-11-01,232719,Valencia
L01161,C04798,2025-11-01,273105,Sevilla
L01162,C02682,2025-11-01,94763,Sevilla
L01163,C03630,2025-11-01,140280,Sevilla
L01164,C04226,2025-11-01,177800,Valencia
L01165,C03068,2025-11-01,160465,Bilbao
L01166,C01387,2025-11-01,78498,Madrid
L01167,C03777,2025-11-01,114415,Madrid
L01168,C02867,2025-11-01,267023,Sevilla
L01169,C04789,2025-11-01,295316,Sevilla
L01170,C03364,2025-11-01,216128,Sevilla
L01171,C04890,2025-11-01,61506,Sevilla
L01172,C04125,2025-11-01,243617,Barcelona
L01173,C00149,2025-11-01,176630,Bilbao
L01174,C03851,2025-11-01,200210,Madrid
L01175,C02059,2025-11-01,160223,Bilbao
L01176,C01137,2025-11-01,6901,Valencia
L01177,C00187,2025-11-01,206417,Madrid
L01178,C02855,2025-11-01,267258,Valencia
L01179,C01251,2025-11-01,57780,Madrid
L01180,C01334,2025-11-01,161403,Madrid
L01181,C04194,2025-11-01,228792,Madrid
L01182,C04151,2025-11-01,188753,Madrid
L01183,C02712,2025-11-01,130384,Sevilla
L01184,C04854,2025-11-01,243836,Barcelona
L01185,C04502,2025-11-01,70529,Bilbao
L01186,C01786,2025-11-01,22659,Barcelona
L01187,C00751,2025-11-01,116667,Sevilla
L01188,C01763,2025-11-01,49336,Bilbao
L01189,C03921,2025-11-01,236719,Madrid
L01190,C04461,2025-11-01,99464,Madrid
L01191,C00482,2025-11-01,45083,Barcelona
L01192,C00154,2025-11-01,185834,Sevilla
L01193,C01525,2025-11-01,206844,Sevilla
L01194,C02121,2025-11-01,9871,Barcelona
L01195,C02344,2025-11-01,54074,Madrid
L01196,C01241,2025-11-01,271976,Sevilla
L01197,C00061,2025-11-01,7992,Valencia
L01198,C00939,2025-11-01,77141,Madrid
L01199,C01640,2025-11-01,141013,Sevilla
L01200,C04121,2025-11-01,131102,Bilbao
L01201,C04227,2025-11-01,84263,Madrid
L01202,C03570,2025-11-01,59246,Madrid
L01203,C01253,2025-11-01,108096,Sevilla
L01204,C04204,2025-11-01,113254,Valencia
L01205,C00172,2025-11-01,30653,Bilbao
L01206,C01459,2025-11-01,233902,Bilbao
L01207,C03550,2025-11-01,118769,Madrid
L01208,C04198,2025-11-01,155549,Valencia
L01209,C02323,2025-11-01,209514,Valencia
L01210,C01637,2025-11-01,63624,Madrid
L01211,C03116,2025-11-01,76432,Madrid
L01212,C04091,2025-11-01,100177,Valencia
L01213,C03005,2025-11-01,160657,Barcelona
L01214,C00330,2025-11-01,32694,Barcelona
L01215,C03641,2025-11-01,225700,Madrid
L01216,C03895,2025-11-01,41481,Valencia
L01217,C04108,2025-11-01,36772,Barcelona
L01218,C01342,2025-11-01,6619,Sevilla
L01219,C03664,2025-11-01,83069,Barcelona
L01220,C00216,2025-11-01,145055,Sevilla
L01221,C00339,2025-11-01,120862,Barcelona
L01222,C04063,2025-11-01,188906,Valencia
L01223,C02709,2025-11-01,259033,Madrid
L01224,C03153,2025-11-01,250352,Sevilla
L01225,C01751,2025-11-01,67706,Sevilla
L01226,C02422,2025-11-01,301756,Sevilla
L01227,C00710,2025-11-01,74482,Valencia
L01228,C03727,2025-11-01,25977,Barcelona
L01229,C03643,2025-11-01,249674,Valencia
L01230,C03994,2025-11-01,117341,Bilbao
L01231,C00489,2025-11-01,203745,Valencia
L01232,C00047,2025-11-01,214322,Bilbao
L01233,C03360,2025-11-01,95994,Barcelona
L01234,C04874,2025-11-01,50105,Sevilla
L01235,C04807,2025-11-01,191992,Valencia
L01236,C00401,2025-11-01,185105,Sevilla
L01237,C03991,2025-11-01,122833,Valencia
L01238,C03158,2025-11-01,194008,Barcelona
L01239,C04346,2025-11-01,157690,Valencia
L01240,C00391,2025-11-01,230063,Bilbao
L01241,C03854,2025-11-01,73932,Barcelona
L01242,C04431,2025-11-01,110462,Bilbao
L01243,C00629,2025-11-01,292625,Madrid
L01244,C04233,2025-11-01,248993,Madrid
L01245,C02931,2025-11-01,154802,Barcelona
L01246,C01522,2025-11-01,141529,Sevilla
L01247,C00827,2025-11-01,158826,Madrid
L01248,C04823,2025-11-01,225333,Valencia
L01249,C01501,2025-11-01,51450,Barcelona
L01250,C03295,2025-11-01,258353,Madrid
L01251,C02420,2025-11-01,163498,Madrid
L01252,C00935,2025-11-01,138767,Madrid
L01253,C03043,2025-11-01,219009,Barcelona
L01254,C04498,2025-11-01,238938,Barcelona
L01255,C01467,2025-11-01,216471,Madrid
L01256,C03562,2025-11-01,86073,Bilbao
L01257,C00615,2025-11-01,224031,Sevilla
L01258,C01183,2025-11-01,174593,Barcelona
L01259,C03224,2025-11-01,9424,Barcelona
L01260,C02668,2025-11-01,208206,Madrid
L01261,C00131,2025-11-01,58820,Valencia
L01262,C02984,2025-11-01,11637,Bilbao
L01263,C04279,2025-11-01,243391,Sevilla
L01264,C04460,2025-11-01,234639,Madrid
L01265,C00039,2025-11-01,266494,Madrid
L01266,C03960,2025-11-01,78950,Bilbao
L01267,C03588,2025-11-01,52578,Madrid
L01268,C00921,2025-11-01,59772,Valencia
L01269,C02770,2025-11-01,89940,Madrid
L01270,C04112,2025-11-01,262753,Sevilla
L01271,C00493,2025-11-01,276727,Madrid
L01272,C01132,2025-11-01,211481,Valencia
L01273,C03522,2025-11-01,179489,Madrid
L01274,C00311,2025-11-01,283779,Madrid
L01275,C00739,2025-11-01,25565,Barcelona
L01276,C03242,2025-11-01,98588,Madrid
L01277,C00546,2025-11-01,27979,Madrid
L01278,C02462,2025-11-01,19738,Madrid
L01279,C04347,2025-11-01,94654,Madrid
L01280,C04855,2025-11-01,238812,Bilbao
L01281,C01805,2025-11-01,175668,Barcelona
L01282,C03213,2025-11-01,201468,Sevilla
L01283,C03811,2025-11-01,63305,Barcelona
L01284,C00814,2025-11-01,168430,Madrid
L01285,C04125,2025-11-01,300465,Valencia
L01286,C02033,2025-11-01,158225,Madrid
L01287,C04573,2025-11-01,164648,Valencia
L01288,C04414,2025-11-01,256578,Madrid
L01289,C00245,2025-11-01,69469,Valencia
L01290,C04844,2025-11-01,94136,Sevilla
L01291,C04793,2025-11-01,63705,Bilbao
L01292,C00272,2025-11-01,111191,Barcelona
L01293,C03512,2025-11-01,116860,Barcelona
L01294,C01772,2025-11-01,147309,Madrid
L01295,C01263,2025-11-01,244472,Sevilla
L01296,C02425,2025-11-01,75250,Bilbao
L01297,C04362,2025-11-01,209175,Barcelona
L01298,C00921,2025-11-01,195010,Sevilla
L01299,C03431,2025-11-01,72972,Sevilla
L01300,C04436,2025-11-01,185258,Sevilla
L01301,C04485,2025-11-01,270297,Sevilla
L01302,C02625,2025-11-01,286534,Madrid
L01303,C03761,2025-11-01,84497,Sevilla
L01304,C02051,2025-11-01,32075,Madrid
L01305,C03501,2025-11-01,207279,Valencia
L01306,C01166,2025-11-01,292860,Madrid
L01307,C00376,2025-11-01,251043,Bilbao
L01308,C02034,2025-11-01,14937,Sevilla
L01309,C00146,2025-11-01,104202,Valencia
L01310,C04389,2025-11-01,136976,Madrid
L01311,C00432,2025-11-01,151780,Sevilla
L01312,C00705,2025-11-01,154905,Sevilla
L01313,C02633,2025-11-01,102259,Valencia
L01314,C04495,2025-11-01,236381,Bilbao
L01315,C00964,2025-11-01,97215,Madrid
L01316,C02235,2025-11-01,153990,Valencia
L01317,C02042,2025-11-01,158963,Barcelona
L01318,C01829,2025-11-01,180079,Madrid
L01319,C02109,2025-11-01,203651,Valencia
L01320,C04069,2025-11-01,114038,Sevilla
L01321,C00939,2025-11-01,271643,Madrid
L01322,C04806,2025-11-01,72089,Sevilla
L01323,C00807,2025-11-01,203235,Madrid
L01324,C01464,2025-11-01,251592,Valencia
L01325,C03416,2025-11-01,302660,Sevilla
L01326,C00011,2025-11-01,137459,Madrid
L01327,C01869,2025-11-01,100316,Valencia
L01328,C04868,2025-11-01,263009,Barcelona
L01329,C00885,2025-11-01,213999,Valencia
L01330,C03565,2025-11-01,203707,Barcelona
L01331,C01390,2025-11-01,32771,Madrid
L01332,C03402,2025-11-01,172163,Madrid
L01333,C04322,2025-11-01,210492,Sevilla
L01334,C00825,2025-11-01,200846,Madrid
L01335,C02266,2025-11-01,213488,Madrid
L01336,C00937,2025-11-01,44432,Madrid
L01337,C02801,2025-11-01,202907,Madrid
L01338,C02554,2025-11-01,159997,Madrid
L01339,C03846,2025-11-01,258721,Madrid
L01340,C01797,2025-11-01,278751,Madrid
L01341,C00054,2025-11-01,39490,Madrid
L01342,C00727,2025-11-01,119203,Madrid
L01343,C02737,2025-11-01,188890,Madrid
L01344,C03171,2025-11-01,62083,Barcelona
L01345,C01914,2025-11-01,219377,Valencia
L01346,C01597,2025-11-01,84238,Valencia
L01347,C01915,2025-11-01,264877,Valencia
L01348,C02467,2025-11-01,239684,Barcelona
L01349,C02738,2025-11-01,147362,Valencia
L01350,C00850,2025-11-01,262196,Bilbao
L01351,C02110,2025-11-01,172496,Valencia
L01352,C00003,2025-11-01,132714,Madrid
L01353,C04256,2025-11-01,266871,Valencia
L01354,C04070,2025-11-01,126837,Barcelona
L01355,C04877,2025-11-01,15583,Barcelona
L01356,C00893,2025-11-01,171348,Valencia
L01357,C02031,2025-11-01,71648,Valencia
L01358,C03161,2025-11-01,254368,Madrid
L01359,C02377,2025-11-01,46834,Barcelona
L01360,C04676,2025-11-01,67399,Sevilla
L01361,C01934,2025-11-01,251920,Barcelona
L01362,C01381,2025-11-01,208841,Madrid
L01363,C03682,2025-11-01,296231,Sevilla
L01364,C01291,2025-11-01,236109,Bilbao
L01365,C01641,2025-11-01,197752,Sevilla
L01366,C02683,2025-11-01,133834,Barcelona
L01367,C00988,2025-11-01,287240,Barcelona
L01368,C01219,2025-11-01,29916,Valencia
L01369,C01356,2025-11-01,203009,Valencia
L01370,C04266,2025-11-01,256104,Valencia
L01371,C04617,2025-11-01,124111,Madrid
L01372,C04136,2025-11-01,66228,Sevilla
L01373,C01561,2025-11-01,182064,Sevilla
L01374,C01419,2025-11-01,182483,Barcelona
L01375,C00955,2025-11-01,187515,Madrid
L01376,C00984,2025-11-01,127612,Valencia
L01377,C00975,2025-11-01,230415,Barcelona
L01378,C04134,2025-11-01,186281,Valencia
L01379,C03973,2025-11-01,75849,Barcelona
L01380,C00914,2025-11-01,58646,Madrid
L01381,C04550,2025-11-01,65794,Sevilla
L01382,C00037,2025-11-01,298355,Valencia
L01383,C03388,2025-11-01,211539,Madrid
L01384,C01712,2025-11-01,56543,Valencia
L01385,C03021,2025-11-01,132139,Sevilla
L01386,C00796,2025-11-01,108339,Madrid
L01387,C04037,2025-11-01,275765,Bilbao
L01388,C04689,2025-11-01,282798,Barcelona
L01389,C03112,2025-11-01,144834,Bilbao
L01390,C01325,2025-11-01,218938,Madrid
L01391,C00318,2025-11-01,154014,Valencia
L01392,C02397,2025-11-01,87454,Barcelona
L01393,C02163,2025-11-01,128576,Bilbao
L01394,C02746,2025-11-01,260320,Barcelona
L01395,C01592,2025-11-01,292954,Madrid
L01396,C03112,2025-11-01,258969,Sevilla
L01397,C03931,2025-11-01,112968,Madrid
L01398,C01997,2025-11-01,204909,Sevilla
L01399,C01313,2025-11-01,42205,Madrid
L01400,C01286,2025-11-01,157114,Valencia
L01401,C04312,2025-11-01,128703,Valencia
L01402,C02384,2025-11-01,136785,Barcelona
L01403,C03240,2025-11-01,97890,Sevilla
L01404,C02140,2025-11-01,243158,Valencia
L01405,C01705,2025-11-01,259050,Barcelona
L01406,C00363,2025-11-01,19416,Barcelona
L01407,C02605,2025-11-01,67559,Madrid
L01408,C01717,2025-11-01,215863,Valencia
L01409,C04452,2025-11-01,293122,Barcelona
L01410,C04287,2025-11-01,185081,Barcelona
L01411,C03739,2025-11-01,241143,Bilbao
L01412,C02470,2025-11-01,48287,Madrid
L01413,C04796,2025-11-01,287419,Sevilla
L01414,C00557,2025-11-01,154312,Bilbao
L01415,C00826,2025-11-01,55271,Sevilla
L01416,C02809,2025-11-01,246944,Madrid
L01417,C04522,2025-11-01,207575,Sevilla
L01418,C02720,2025-11-01,101716,Madrid
L01419,C03509,2025-11-01,272997,Barcelona
L01420,C03742,2025-11-01,167564,Bilbao
L01421,C01575,2025-11-01,160336,Barcelona
L01422,C03999,2025-11-01,181046,Valencia
L01423,C02130,2025-11-01,138032,Barcelona
L01424,C02404,2025-11-01,108259,Barcelona
L01425,C03330,2025-11-01,65100,Valencia
L01426,C00589,2025-11-01,109761,Bilbao
L01427,C02013,2025-11-01,75654,Madrid
L01428,C01548,2025-11-01,292822,Madrid
L01429,C00295,2025-11-01,53644,Madrid
L01430,C01986,2025-11-01,193762,Madrid
L01431,C03118,2025-11-01,18445,Madrid
L01432,C01691,2025-11-01,82818,Madrid
L01433,C01137,2025-11-01,78223,Valencia
L01434,C02065,2025-11-01,237835,Madrid
L01435,C04456,2025-11-01,193954,Barcelona
L01436,C04796,2025-11-01,252741,Madrid
L01437,C04544,2025-11-01,104716,Bilbao
L01438,C04771,2025-11-01,110398,Barcelona
L01439,C01008,2025-11-01,47139,Madrid
L01440,C02515,2025-11-01,207308,Sevilla
L01441,C03527,2025-11-01,267585,Barcelona
L01442,C04682,2025-11-01,187784,Sevilla
L01443,C01248,2025-11-01,159807,Barcelona
L01444,C03903,2025-11-01,266213,Barcelona
L01445,C01436,2025-11-01,124216,Barcelona
L01446,C00572,2025-11-01,218448,Valencia
L01447,C02383,2025-11-01,140267,Barcelona
L01448,C01246,2025-11-01,47472,Barcelona
L01449,C02085,2025-11-01,129616,Valencia
L01450,C00278,2025-11-01,25289,Barcelona
L01451,C01888,2025-11-01,294336,Valencia
L01452,C04580,2025-11-01,88958,Valencia
L01453,C01266,2025-11-01,66931,Valencia
L01454,C04827,2025-11-01,240689,Barcelona
L01455,C01041,2025-11-01,218656,Madrid
L01456,C00918,2025-11-01,76969,Sevilla
L01457,C00886,2025-11-01,105552,Bilbao
L01458,C02753,2025-11-01,43182,Valencia
L01459,C00022,2025-11-01,182788,Barcelona
L01460,C04570,2025-11-01,21759,Valencia
L01461,C03192,2025-11-01,98233,Valencia
L01462,C02354,2025-11-01,145529,Bilbao
L01463,C04800,2025-11-01,297156,Madrid
L01464,C00687,2025-11-01,110125,Madrid
L01465,C00285,2025-11-01,120832,Bilbao
L01466,C04812,2025-11-01,248817,Barcelona
L01467,C03748,2025-11-01,255162,Valencia
L01468,C00763,2025-11-01,150181,Sevilla
L01469,C02429,2025-11-01,296006,Valencia
L01470,C02508,2025-11-01,127285,Valencia
L01471,C00029,2025-11-01,97004,Barcelona
L01472,C00907,2025-11-01,259694,Valencia
L01473,C03105,2025-11-01,164445,Valencia
L01474,C04000,2025-11-01,138045,Sevilla
L01475,C02995,2025-11-01,112896,Madrid
L01476,C02507,2025-11-01,261252,Madrid
L01477,C04666,2025-11-01,234491,Barcelona
L01478,C03610,2025-11-01,140148,Valencia
L01479,C03554,2025-11-01,209696,Barcelona
L01480,C01454,2025-11-01,47928,Madrid
L01481,C04834,2025-11-01,112538,Madrid
L01482,C03357,2025-11-01,120961,Sevilla
L01483,C00516,2025-11-01,77157,Barcelona
L01484,C00039,2025-11-01,183647,Barcelona
L01485,C03343,2025-11-01,86592,Barcelona
L01486,C00887,2025-11-01,165708,Madrid
L01487,C02845,2025-11-01,58181,Barcelona
L01488,C02205,2025-11-01,141756,Sevilla
L01489,C01099,2025-11-01,261181,Valencia
L01490,C01824,2025-11-01,208072,Sevilla
L01491,C03202,2025-11-01,4976,Barcelona
L01492,C03156,2025-11-01,28856,Barcelona
L01493,C03094,2025-11-01,113445,Sevilla
L01494,C03531,2025-11-01,2827,Madrid
L01495,C03779,2025-11-01,99162,Valencia
L01496,C02897,2025-11-01,130104,Sevilla
L01497,C03454,2025-11-01,253521,Madrid
L01498,C03512,2025-11-01,59170,Madrid
L01499,C00989,2025-11-01,171176,Barcelona
L01500,C04117,2025-11-01,246399,Madrid
L01501,C04965,2025-11-01,110642,Sevilla
L01502,C04027,2025-11-01,203890,Madrid
L01503,C04180,2025-11-01,126220,Barcelona
L01504,C01683,2025-11-01,64971,Sevilla
L01505,C04666,2025-11-01,89669,Madrid
L01506,C03964,2025-11-01,42205,Sevilla
L01507,C00934,2025-11-01,216596,Madrid
L01508,C03599,2025-11-01,170480,Bilbao
L01509,C03234,2025-11-01,79927,Barcelona
L01510,C01981,2025-11-01,208225,Madrid
L01511,C01856,2025-11-01,144133,Barcelona
L01512,C03057,2025-11-01,92612,Barcelona
L01513,C00793,2025-11-01,272865,Madrid
L01514,C00792,2025-11-01,20918,Barcelona
L01515,C01810,2025-11-01,6366,Valencia
L01516,C02256,2025-11-01,278883,Sevilla
L01517,C03611,2025-11-01,19879,Sevilla
L01518,C01608,2025-11-01,196667,Sevilla
L01519,C00985,2025-11-01,224319,Madrid
L01520,C03677,2025-11-01,162814,Barcelona
L01521,C03381,2025-11-01,169516,Madrid
L01522,C00520,2025-11-01,115853,Madrid
L01523,C00591,2025-11-01,38752,Valencia
L01524,C01051,2025-11-01,38639,Sevilla
L01525,C03634,2025-11-01,70576,Sevilla
L01526,C04445,2025-11-01,121844,Sevilla
L01527,C00960,2025-11-01,194192,Valencia
L01528,C00693,2025-11-01,53630,Bilbao
L01529,C03900,2025-11-01,9061,Barcelona
L01530,C04474,2025-11-01,174640,Sevilla
L01531,C02947,2025-11-01,23315,Madrid
L01532,C00527,2025-11-01,27487,Madrid
L01533,C03225,2025-11-01,288312,Valencia
L01534,C02254,2025-11-01,276428,Madrid
L01535,C03345,2025-11-01,134654,Madrid
L01536,C03966,2025-11-01,52942,Madrid
L01537,C01876,2025-11-01,199737,Sevilla
L01538,C01764,2025-11-01,128793,Bilbao
L01539,C00521,2025-11-01,203712,Barcelona
L01540,C01017,2025-11-01,271545,Bilbao
L01541,C00117,2025-11-01,288500,Sevilla
L01542,C02434,2025-11-01,115046,Madrid
L01543,C00584,2025-11-01,149656,Valencia
L01544,C00395,2025-11-01,260167,Bilbao
L01545,C03789,2025-11-01,198391,Sevilla
L01546,C02769,2025-11-01,290897,Barcelona
L01547,C04168,2025-11-01,34568,Barcelona
L01548,C03861,2025-11-01,9627,Sevilla
L01549,C00274,2025-11-01,31226,Barcelona
L01550,C02014,2025-11-01,267305,Madrid
L01551,C04434,2025-11-01,46197,Barcelona
L01552,C01390,2025-11-01,12975,Valencia
L01553,C03567,2025-11-01,36756,Madrid
L01554,C04703,2025-11-01,64041,Valencia
L01555,C00166,2025-11-01,183478,Valencia
L01556,C01568,2025-11-01,213432,Madrid
L01557,C00729,2025-11-01,81585,Barcelona
L01558,C02044,2025-11-01,132283,Bilbao
L01559,C04198,2025-11-01,195776,Valencia
L01560,C03497,2025-11-01,131893,Sevilla
L01561,C00779,2025-11-01,78307,Barcelona
L01562,C00214,2025-11-01,154448,Madrid
L01563,C03763,2025-11-01,218853,Valencia
L01564,C01577,2025-11-01,29266,Sevilla
L01565,C02449,2025-11-01,231263,Madrid
L01566,C02937,2025-11-01,268734,Madrid
L01567,C03118,2025-11-01,291718,Barcelona
L01568,C00592,2025-11-01,159637,Barcelona
L01569,C02721,2025-11-01,269416,Bilbao
L01570,C00714,2025-11-01,254895,Madrid
L01571,C00936,2025-11-01,60197,Barcelona
L01572,C04338,2025-11-01,262294,Sevilla
L01573,C00002,2025-11-01,68319,Valencia
L01574,C02849,2025-11-01,148993,Valencia
L01575,C04045,2025-11-01,162978,Valencia
L01576,C01950,2025-11-01,249017,Madrid
L01577,C00918,2025-11-01,204594,Bilbao
L01578,C03175,2025-11-01,191612,Madrid
L01579,C02242,2025-11-01,127208,Madrid
L01580,C00090,2025-11-01,95725,Barcelona
L01581,C01710,2025-11-01,12435,Valencia
L01582,C02170,2025-11-01,36921,Madrid
L01583,C04239,2025-11-01,237677,Madrid
L01584,C03042,2025-11-01,208675,Madrid
L01585,C00106,2025-11-01,220766,Madrid
L01586,C00887,2025-11-01,37330,Madrid
L01587,C00428,2025-11-01,57721,Barcelona
L01588,C01896,2025-11-01,16490,Madrid
L01589,C00317,2025-11-01,198166,Barcelona
L01590,C00635,2025-11-01,205150,Barcelona
L01591,C01926,2025-11-01,150728,Valencia
L01592,C02057,2025-11-01,223815,Madrid
L01593,C03145,2025-11-01,98591,Barcelona
L01594,C02271,2025-11-01,81194,Sevilla
L01595,C01440,2025-11-01,236705,Bilbao
L01596,C00553,2025-11-01,222467,Valencia
L01597,C00716,2025-11-01,76567,Barcelona
L01598,C03912,2025-11-01,127785,Valencia
L01599,C01714,2025-11-01,262162,Barcelona
L01600,C03390,2025-11-01,280459,Madrid
L01601,C01108,2025-11-01,296485,Barcelona
L01602,C04207,2025-11-01,187529,Bilbao
L01603,C00251,2025-11-01,246112,Valencia
L01604,C02431,2025-11-01,27734,Madrid
L01605,C02055,2025-11-01,224273,Bilbao
L01606,C00459,2025-11-01,10847,Barcelona
L01607,C00208,2025-11-01,111145,Barcelona
L01608,C00900,2025-11-01,144903,Valencia
L01609,C03462,2025-11-01,151763,Valencia
L01610,C03386,2025-11-01,182738,Madrid
L01611,C00022,2025-11-01,170602,Barcelona
L01612,C00410,2025-11-01,209353,Barcelona
L01613,C00895,2025-11-01,153814,Valencia
L01614,C00515,2025-11-01,231483,Madrid
L01615,C04905,2025-11-01,114600,Sevilla
L01616,C04970,2025-11-01,239553,Madrid
L01617,C04110,2025-11-01,299859,Barcelona
L01618,C02135,2025-11-01,188703,Barcelona
L01619,C03596,2025-11-01,213139,Bilbao
L01620,C02957,2025-11-01,295225,Valencia
L01621,C01561,2025-11-01,183077,Sevilla
L01622,C01267,2025-11-01,2453,Valencia
L01623,C02170,2025-11-01,245508,Bilbao
L01624,C03639,2025-11-01,163251,Madrid
L01625,C00750,2025-11-01,163546,Valencia
L01626,C03428,2025-11-01,149668,Sevilla
L01627,C04781,2025-11-01,248143,Valencia
L01628,C01928,2025-11-01,272622,Sevilla
L01629,C03805,2025-11-01,171921,Valencia
L01630,C03703,2025-11-01,233595,Sevilla
L01631,C02357,2025-11-01,49506,Madrid
L01632,C04791,2025-11-01,156608,Madrid
L01633,C02336,2025-11-01,10133,Barcelona
L01634,C00307,2025-11-01,168313,Sevilla
L01635,C03666,2025-11-01,204423,Barcelona
L01636,C01990,2025-11-01,264159,Valencia
L01637,C00662,2025-11-01,243925,Barcelona
L01638,C04645,2025-11-01,125982,Sevilla
L01639,C00312,2025-11-01,83649,Madrid
L01640,C02921,2025-11-01,117065,Valencia
L01641,C01083,2025-11-01,176355,Valencia
L01642,C02972,2025-11-01,260553,Barcelona
L01643,C00755,2025-11-01,120579,Valencia
L01644,C04131,2025-11-01,142997,Madrid
L01645,C04541,2025-11-01,153079,Sevilla
L01646,C00353,2025-11-01,66909,Barcelona
L01647,C00903,2025-11-01,204332,Sevilla
L01648,C03889,2025-11-01,214167,Barcelona
L01649,C00159,2025-11-01,286042,Madrid
L01650,C01978,2025-11-01,80588,Barcelona
L01651,C00957,2025-11-01,24086,Sevilla
L01652,C02072,2025-11-01,151687,Valencia
L01653,C00404,2025-11-01,166824,Barcelona
L01654,C04612,2025-11-01,158422,Bilbao
L01655,C02780,2025-11-01,260030,Barcelona
L01656,C01388,2025-11-01,279895,Barcelona
L01657,C03454,2025-11-01,82576,Madrid
L01658,C00956,2025-11-01,145640,Madrid
L01659,C01713,2025-11-01,13115,Barcelona
L01660,C04704,2025-11-01,231381,Madrid
L01661,C01274,2025-11-01,92024,Barcelona
L01662,C03812,2025-11-01,141641,Sevilla
L01663,C02626,2025-11-01,96697,Barcelona
L01664,C02383,2025-11-01,105078,Barcelona
L01665,C01442,2025-11-01,245426,Madrid
L01666,C02980,2025-11-01,123970,Madrid
L01667,C01798,2025-11-01,135047,Madrid
L01668,C04391,2025-11-01,20189,Valencia
L01669,C04010,2025-11-01,88541,Valencia
L01670,C04851,2025-11-01,13352,Madrid
L01671,C01395,2025-11-01,130278,Barcelona
L01672,C04282,2025-11-01,96836,Valencia
L01673,C01270,2025-11-01,183511,Sevilla
L01674,C04733,2025-11-01,117361,Barcelona
L01675,C03715,2025-11-01,235984,Madrid
L01676,C00530,2025-11-01,167544,Valencia
L01677,C03624,2025-11-01,206055,Barcelona
L01678,C02959,2025-11-01,261046,Sevilla
L01679,C02915,2025-11-01,239228,Madrid
L01680,C04890,2025-11-01,173567,Sevilla
L01681,C03592,2025-11-01,136482,Madrid
L01682,C02148,2025-11-01,191121,Valencia
L01683,C04574,2025-11-01,300368,Madrid
L01684,C03370,2025-11-01,260180,Madrid
L01685,C00940,2025-11-01,209485,Valencia
L01686,C00526,2025-11-01,49773,Barcelona
L01687,C00002,2025-11-01,113819,Barcelona
L01688,C00375,2025-11-01,151975,Valencia
L01689,C02341,2025-11-01,169903,Barcelona
L01690,C04006,2025-11-01,223529,Valencia
L01691,C03053,2025-11-01,221998,Madrid
L01692,C04649,2025-11-01,53242,Valencia
L01693,C02366,2025-11-01,94266,Valencia
L01694,C01526,2025-11-01,182760,Barcelona
L01695,C04477,2025-11-01,36840,Madrid
L01696,C01647,2025-11-01,84501,Madrid
L01697,C00014,2025-11-01,262633,Madrid
L01698,C04600,2025-11-01,5992,Madrid
L01699,C02279,2025-11-01,45044,Bilbao
L01700,C03156,2025-11-01,156618,Bilbao
L01701,C00130,2025-11-01,121035,Barcelona
L01702,C03815,2025-11-01,172188,Madrid
L01703,C04934,2025-11-01,111331,Bilbao
L01704,C03217,2025-11-01,64085,Valencia
L01705,C02939,2025-11-01,283704,Madrid
L01706,C03929,2025-11-01,81302,Barcelona
L01707,C02041,2025-11-01,118813,Valencia
L01708,C00028,2025-11-01,122287,Madrid
L01709,C02114,2025-11-01,183543,Madrid
L01710,C01253,2025-11-01,147348,Barcelona
L01711,C04357,2025-11-01,292998,Madrid
L01712,C02047,2025-11-01,107286,Madrid
L01713,C04556,2025-11-01,294208,Madrid
L01714,C04024,2025-11-01,95639,Bilbao
L01715,C04397,2025-11-01,190568,Sevilla
L01716,C03375,2025-11-01,261992,Barcelona
L01717,C03467,2025-11-01,55269,Barcelona
L01718,C03082,2025-11-01,216718,Valencia
L01719,C03779,2025-11-01,212625,Barcelona
L01720,C00630,2025-11-01,245193,Madrid
L01721,C00270,2025-11-01,72407,Valencia
L01722,C02640,2025-11-01,3279,Madrid
L01723,C01994,2025-11-01,133874,Barcelona
L01724,C02892,2025-11-01,180723,Sevilla
L01725,C04958,2025-11-01,74198,Madrid
L01726,C03433,2025-11-01,277068,Valencia
L01727,C01281,2025-11-01,282834,Madrid
L01728,C02361,2025-11-01,230132,Bilbao
L01729,C00576,2025-11-01,108879,Valencia
L01730,C01308,2025-11-01,293033,Bilbao
L01731,C03193,2025-11-01,281694,Valencia
L01732,C03179,2025-11-01,102380,Madrid
L01733,C02735,2025-11-01,229553,Bilbao
L01734,C02213,2025-11-01,102544,Valencia
L01735,C02353,2025-11-01,248759,Valencia
L01736,C03569,2025-11-01,153167,Barcelona
L01737,C01656,2025-11-01,220411,Madrid
L01738,C01580,2025-11-01,110496,Barcelona
L01739,C02204,2025-11-01,112870,Barcelona
