LoanID,PD,LGD,EAD,Provision
L04262,0.011556564668636575,0.6013329297126574,257181.36264425053,1061
L04263,0.04438020363111927,0.6824669671997229,90956.65558652923,17569
L04264,0.021568470933144852,0.20265959390045668,53113.22463791891,19613
L04265,0.03398875229396064,0.17328659640194088,200717.73406256142,5045
L04266,0.0944430813034932,0.27268768732298165,294286.40485552786,1141
L04267,0.05558102708129506,0.6425472977457972,185262.3900608594,19952
L04268,0.007623497778577713,0.41687386465547827,112800.32918748898,18082
L04269,0.06755621354299601,0.1033951659275475,158141.55572817413,4144
L04270,0.09986535678726974,0.44915165549145,129605.72646880135,6369
L04271,0.017601921651633608,0.429375065610214,74325.9119337781,1339
L04272,0.06860906581497847,0.14789822248721263,248230.27840885243,11349
L04273,0.08260161935609887,0.18937832277476319,79100.77356592142,14594
L04274,0.08456212587470816,0.1558195455238512,265334.1576240367,8307
L04275,0.071045205425096,0.4126930053457628,186158.8355530396,941
L04276,0.09107682305523797,0.4185889592858528,89273.69687107594,4455
L04277,0.0041768625395242585,0.3760838765242178,24058.397262647733,6200
L04278,0.007352679181867037,0.37058594394326627,81472.68037162807,9347
L04279,0.014319454347315685,0.44826901223913984,57117.62284885161,18026
L04280,0.00528804073918389,0.4972935082822654,236211.2697517657,2585
L04281,0.012874837412115082,0.6782692611871491,112247.44547145149,13430
L04282,0.08187811495955964,0.4270799306670925,174233.1050601177,9524
L04283,0.08974928504214785,0.2594131777254381,92468.44763095632,2990
L04284,0.034262393868214926,0.6847603943580821,174343.98899658624,17081
L04285,0.09576123632720965,0.1634577010865911,14631.392312184107,13594
L04286,0.042425688047950855,0.2875972887608399,90748.46796030854,19339
L04287,0.018025995631011763,0.6414547551940534,29286.48165568296,16000
L04288,0.06844888398888976,0.6663195220221474,34115.87480686744,12361
L04289,0.042611237042618204,0.4870037547110807,21288.198840774432,18671
L04290,0.0029239793032141905,0.10877284996743555,187151.39891271506,13172
L04291,0.09666923390728849,0.36554278648401406,278131.1908364187,2064
L04292,0.06019195939011866,0.6596528036412611,101124.38346093113,9037
L04293,0.06171987380058764,0.6338199127998667,175039.14190460628,2520
L04294,0.09828524998042665,0.6362652266741611,268675.8530458617,9329
L04295,0.08351695689708585,0.27631127827615104,163711.55124696746,2993
L04296,0.036903864450204396,0.5948891538982606,106763.12871772387,8245
L04297,0.005140916653055935,0.5033873497016019,65802.69358427786,4824
L04298,0.023015695598442007,0.636223006372233,111444.31692824313,16005
L04299,0.0358012504280705,0.4827484755299062,45929.86458956812,13617
L04300,0.09606509242053178,0.3250912475183427,47613.98288678785,7344
L04301,0.08897831913541474,0.4806410063980736,262663.0104499496,3361
L04302,0.003131292429241214,0.3147039378774787,78236.9062642759,17600
L04303,0.09873553601840276,0.10149770056600044,55354.008456282165,10215
L04304,0.026454844799930474,0.5900613409287987,104785.86505213092,8135
L04305,0.07776184135576449,0.6096204131608357,22273.034235380168,1661
L04306,0.012543016725594852,0.5488466794353161,216165.29820054228,2123
L04307,0.022811404263226937,0.2364975802064872,128441.84267570142,8327
L04308,0.05103782122590452,0.18153533654553156,164441.14273062162,15942
L04309,0.07065758212305034,0.20196159367127178,122228.30045616576,17389
L04310,0.035194481979032126,0.4005904943165318,35780.33114943972,17388
L04311,0.08745229342722328,0.2585555165389043,81279.92766771097,17198
L04312,0.09407928277189558,0.6269898388594345,127351.55629911726,15366
L04313,0.013133939366220638,0.42662241485862085,83934.97100933986,13814
L04314,0.07213804622008801,0.3700978325701705,230546.069814566,18643
L04315,0.014059117607259725,0.6229544259269533,248107.9249713942,7146
L04316,0.03473578136827414,0.14864421404914702,164098.1416751043,6353
L04317,0.08213650977636339,0.6225887316443343,28793.521390942813,12954
L04318,0.03429892697817572,0.5812788122853745,290862.5524419926,5912
L04319,0.09083234674539015,0.5122510194859223,186367.41182225454,4192
L04320,0.041735734324035594,0.16659843766133556,274196.5091236904,12265
L04321,0.031669844380742274,0.13143599781621015,28632.409960571087,7539
L04322,0.09892322497166552,0.19966650204897024,142108.46711961675,18548
L04323,0.044708830209198656,0.26217921635297026,166718.8384952868,5498
L04324,0.07435464307869553,0.469740467291451,201248.11906081982,9768
L04325,0.060345836199687836,0.1482022941219886,222124.14116688314,18839
L04326,0.02104607838391742,0.20982443629555741,77527.0854798117,16648
L04327,0.05053095383043578,0.22025022593767338,147216.52513184445,16903
L04328,0.008664453795997232,0.5024215063425889,6081.046850521387,16113
L04329,0.07116577911077346,0.3077031238666107,97574.82521686141,10375
L04330,0.05237521082448216,0.2651534659086718,58517.48391498094,15805
L04331,0.013115209812373064,0.11745443587033033,199197.1042699335,17075
L04332,0.07690919252806487,0.15661151913364324,123677.22274835872,10848
L04333,0.08065160890734864,0.429836924151064,127807.03014482712,17903
L04334,0.07364913840992293,0.480008123228022,268157.28585015895,6632
L04335,0.03357665438434828,0.5453521083797936,32157.57743583963,10655
L04336,0.07259366204413015,0.3984918988265934,77666.9309727048,17202
L04337,0.058193194792706335,0.26141382353770787,27469.229270488588,6164
L04338,0.054844070392517937,0.2754670429831211,24087.326677484012,1089
L04339,0.06522555218075474,0.4904970674328889,63483.69395424058,3437
L04340,0.06337878701978876,0.35583779577739527,49650.49688436502,3406
L04341,0.08011540874224121,0.19502666634313603,185648.81090329264,12828
L04342,0.09861247332719959,0.10233129609421417,85432.17556345329,16680
L04343,0.07290146593739977,0.25599747562747766,181776.61190271078,3723
L04344,0.04473549749602002,0.553335776147097,91262.18097674115,11070
L04345,0.04670513249738258,0.49883840795986967,37766.75894486316,17706
L04346,0.0038986748320659847,0.15855040505917867,216227.8667798669,1234
L04347,0.016830701066633005,0.36650116448945125,93937.74869803905,5461
L04348,0.02358874479322475,0.18676649899061318,94347.17459236982,18585
L04349,0.0990422423915353,0.38376189577984265,89694.1343561703,8216
L04350,0.076546771523472,0.1664092566684066,192972.05668120363,7628
L04351,0.01501295501019977,0.507666959165891,303242.2994913199,1785
L04352,0.05033882469445179,0.4503801288846916,161922.68883472405,10016
L04353,0.022139794157292104,0.255409305093765,12593.742771004523,1866
L04354,0.03046376032255625,0.6954539473538093,236488.54612810063,14362
L04355,0.060853376455571664,0.4531840818962294,252819.78653683877,11128
L04356,0.060304747531945126,0.2612436018316314,230041.8059656871,6871
L04357,0.08730874378203869,0.3146469336350356,57809.08271781315,7646
L04358,0.01729345808884356,0.6496985220602304,79087.18978219306,11609
L04359,0.05024277675279214,0.2219164286711613,44909.53773133118,6725
L04360,0.06028439908941557,0.22226086724393473,262927.89227307955,16252
L04361,0.09311648287362584,0.4423383574816846,274483.18571620184,17162
L04362,0.052125910318139124,0.2992827890860705,158753.7147054542,5530
L04363,0.03472553245567064,0.28251189672260474,248296.8416968425,2101
L04364,0.029921731708284816,0.3461859999609007,227655.69700308808,12410
L04365,0.022393812046739226,0.5986705798201863,170140.7217000716,7079
L04366,0.09627440330767235,0.604607014636424,242765.97624503745,13113
L04367,0.06069089365901577,0.49952058931135557,21299.031391570003,9741
L04368,0.031048805298096702,0.4463779354793185,99242.6299143107,3703
L04369,0.07476622533773976,0.10937781221799295,19780.41375251061,8432
L04370,0.029638216338655005,0.4390632425702925,238302.41998751697,19239
L04371,0.05087993613103581,0.6724533631846836,202885.50934256378,1124
L04372,0.0035716508138549283,0.6023962806323848,185926.43821387482,15730
L04373,0.08481046135236567,0.18665072848725744,194756.90970484444,7130
L04374,0.09569864642584394,0.684385090900225,58541.1177339945,9581
L04375,0.08670977841454719,0.2299808326009428,41236.528312601724,10452
L04376,0.017940258455800266,0.17428913081561542,168479.97158206778,3469
L04377,0.08270186525950925,0.2733627285049585,58849.590791350776,4915
L04378,0.03535369786401707,0.18468620719955015,192783.18456667324,16230
L04379,0.09369188700393796,0.23480743176987046,164991.954216517,8207
L04380,0.03060871181725185,0.28528189172286067,55700.47112100729,8784
L04381,0.009850678304044569,0.4544682770349836,172071.09009955399,4311
L04382,0.08543912743829314,0.468270634996354,280931.18153976684,602
L04383,0.012548006129912321,0.42066221037496865,218402.0749813083,6943
L04384,0.05460207320531889,0.27890281247681903,149503.29536398745,14368
L04385,0.03821884167319228,0.6720431536347805,265582.3424483729,14976
L04386,0.07592856812293469,0.27807944555025443,206552.8231028046,11871
L04387,0.07514105477930874,0.340618351438552,40938.39795821812,636
L04388,0.07783761285110803,0.3533602474461107,116548.5843305592,5685
L04389,0.0072649309929445245,0.11346943342695344,260732.7684753855,14319
L04390,0.08597915877096136,0.3572702798590648,65738.97883855044,16395
L04391,0.04716664612212513,0.30300868621882393,197599.7936857251,12236
L04392,0.02269923487626162,0.14242224512680693,23323.05260960757,5432
L04393,0.030590685625110685,0.5866854135964499,48261.9614538039,10899
L04394,0.09037148897181692,0.5270305380245867,206272.17325911418,12369
L04395,0.0015933208891100886,0.2700704956682108,252597.05144177287,5097
L04396,0.08037048871285916,0.25636341302586835,257940.4449321436,5124
L04397,0.09246902848061807,0.6428352381479979,57790.14807476988,10941
L04398,0.025755414949016415,0.21348104880639235,55274.57343214141,15046
L04399,0.08237824947261202,0.624215027320642,27090.2903790585,19911
L04400,0.016947903842930184,0.14668608940994382,39012.087562044275,9663
L04401,0.0026062963881649465,0.6037294608567637,208934.91495204615,13912
L04402,0.06085285880172824,0.42498881234917496,211192.09078761755,617
L04403,0.06497407485172574,0.5655142843853206,307814.868176317,18653
L04404,0.015864088406454008,0.15576081124355745,256176.48949538945,12493
L04405,0.05173428686138258,0.3520208935129827,11038.973231532074,11627
L04406,0.03916367399200424,0.37020292641040364,204645.55107886286,14014
L04407,0.00854955575005268,0.4091881144008792,39111.98945238699,3772
L04408,0.05126648604133368,0.47668017151907227,297931.0594854987,16654
L04409,0.05892852166468652,0.3336342064768394,129032.32835530692,15379
L04410,0.022500033782230245,0.36846253266670737,221561.95050706435,9208
L04411,0.07423818441584117,0.32216019681241376,244955.63333797842,5327
L04412,0.008187543028650523,0.5191930351328484,67220.11423309449,15485
L04413,0.055548523069737364,0.6450474668302312,124839.20409992193,19197
L04414,0.031035631254952036,0.1685904685120937,63002.68745399926,9175
L04415,0.044171234380805724,0.27250552002841294,45989.62549424647,6945
L04416,0.08945387991736531,0.23184899660512476,205681.14209520587,3630
L04417,0.06732547088979637,0.6636185865528186,141346.0953974927,4391
L04418,0.015738980532169204,0.4566795734181498,297073.5598126237,15076
L04419,0.08874429621143487,0.18573581331664563,271613.41623666225,19774
L04420,0.03791051544704038,0.3387553153658977,207439.6557169546,6586
L04421,0.03478716810806688,0.38421497123414594,8595.89422263948,5146
L04422,0.05065210578999063,0.47378768662045456,110274.63654574272,883
L04423,0.02132410532850224,0.2291748468438644,242180.8831511377,11170
L04424,0.09150936255200515,0.40121937547851594,13524.997464522314,1382
L04425,0.04732101386343968,0.5809075444477088,188402.93752876413,19174
L04426,0.03998844727772577,0.4959913717801556,5027.880872663624,10917
L04427,0.01792580752709587,0.16252278858549635,127698.73926381145,12060
L04428,0.08046546383084358,0.6473749192674609,65553.90884706262,18076
L04429,0.09533072076354322,0.30313460128722514,210190.70851717461,19482
L04430,0.08708966878551175,0.35472673759792506,26630.543733545695,13924
L04431,0.01698819931379849,0.5154262097839919,201483.16438530735,5132
L04432,0.07540993282479799,0.3767593213106184,294953.42458629876,3098
L04433,0.02121222074731866,0.4527968908392582,298518.987389985,12758
L04434,0.004844604938770539,0.3866459768889132,268367.1237057337,2058
L04435,0.04896269994468249,0.284681122028938,207190.01213632824,12054
L04436,0.06736768074783342,0.36456428666734697,258905.26424962847,18560
L04437,0.013304468693211995,0.28695098956493253,265334.7048024561,3099
L04438,0.06094637671186764,0.36918481648193524,65986.71995931827,2153
L04439,0.08452090450927724,0.22150931627903703,185783.39610973396,18751
L04440,0.0216920342732682,0.13640921190834418,154766.69374716264,3816
L04441,0.043351148589158804,0.519264529189916,13624.59242984536,15745
L04442,0.0503812719995105,0.17555973871380615,136805.2532558797,7961
L04443,0.08328996336352414,0.5933727517341268,82453.73051480402,1107
L04444,0.07736628475142945,0.3183554118234113,39700.6986940045,16948
L04445,0.07716343623338641,0.2493531428714182,251454.34676487252,13780
L04446,0.06822479565575677,0.3458672553843227,9035.44062995489,18984
L04447,0.06216112551727642,0.1897700067028787,229030.2251687684,7786
L04448,0.05137986490146163,0.6094067358540121,203785.8928824242,2109
L04449,0.037592246293728836,0.20004855814521122,109027.89247506075,1083
L04450,0.0518095337038708,0.39629382224616805,28953.918395757548,13470
L04451,0.08551825520190615,0.19719879593153503,75296.65535915158,13401
L04452,0.057488265031989914,0.12742141522415212,33219.94542756499,1541
L04453,0.09857497992874234,0.5786380607120934,169409.98830182874,18030
L04454,0.01511078541697954,0.4344414794813538,142499.97535933825,5358
L04455,0.04467432579837182,0.14686604031751554,124673.0454834025,14850
L04456,0.02082776812126612,0.6357434948588095,53196.95613988733,14281
L04457,0.03714489088984819,0.3355425444015525,126908.23566604714,4814
L04458,0.07918667303002966,0.35565980029271527,178936.40794616673,8598
L04459,0.08265267129997297,0.39692874259643696,227541.77554999624,5552
L04460,0.004140192562132935,0.2347788109036401,77937.60842967438,8750
L04461,0.09538358838502049,0.4304645322888516,92803.62584571929,12149
L04462,0.08731532608669543,0.24997979164288137,147803.72098516367,13555
L04463,0.09059200608567994,0.60161033077758,281768.8993417671,6282
L04464,0.038301159842328514,0.595695299211818,110787.59462890902,1925
L04465,0.050199026077264876,0.3862493513440143,128838.10842947857,14869
L04466,0.01768183336423361,0.41908237940076665,231456.59792667965,5081
L04467,0.04028640832581418,0.6957228972395766,97569.69755343045,11558
L04468,0.013488468649767896,0.5772170319508341,55465.31598175564,9615
L04469,0.08646529945036842,0.13773727680930475,195302.85512564573,2546
L04470,0.05853184822449206,0.2035612471399483,142511.52588901273,16588
L04471,0.014462197426968654,0.45765916625426306,48303.31744637755,9076
L04472,0.08802749214275335,0.32300507935928524,281101.1693243132,18958
L04473,0.008956472566664903,0.5823688898633004,98577.69579586106,14894
L04474,0.09276778435969141,0.4846326935798737,20685.873300545045,19389
L04475,0.011469181452789707,0.6944115418835286,18771.287620553114,1306
L04476,0.07207964342239168,0.10773032567984925,148631.38909791663,6441
L04477,0.06488538497687278,0.3630289659943774,276403.63927125547,11453
L04478,0.07848744464620233,0.3445056733014883,175502.86391900675,19881
L04479,0.056912230362016855,0.3605351015314153,152653.7163377915,8648
L04480,0.03564223205261912,0.6311261048532485,228287.32489412595,15675
L04481,0.02816568866746797,0.34359758335445156,273540.12200030865,12389
L04482,0.0946015905462894,0.5777908474689544,208657.78162938426,4101
L04483,0.04468575356305383,0.479585471823171,223712.74411374808,8609
L04484,0.0843771613069919,0.3926327457781681,76731.30044713015,16490
L04485,0.0725825272748319,0.5157016592863721,182400.65413105825,17353
L04486,0.06595735978589203,0.23745105099350242,215663.1128832031,8275
L04487,0.09709032023314083,0.1853753667484074,200685.34004770283,8547
L04488,0.05697950942439874,0.6803072702061198,261220.20495654596,7537
L04489,0.07356872574782637,0.3349160195101072,38893.016795457086,10936
L04490,0.08511729339723043,0.28222234222998915,253207.86120235885,19407
L04491,0.00555177652850656,0.2592022658309298,143459.63173322522,7055
L04492,0.09963448593908521,0.4733864664178331,213190.40879962375,13165
L04493,0.02695525882597408,0.6978601776542012,74793.77663565402,2789
L04494,0.07054916179863695,0.6369317282585191,91374.85008079298,8917
L04495,0.09540800655833814,0.3402755051557427,86883.36452614056,1321
L04496,0.07655054722081676,0.6371785311120137,80503.86093935424,5249
L04497,0.023732112417567935,0.3742588242802085,118512.29750120347,18587
L04498,0.03686907487585951,0.16558276045216258,273103.57563840033,6851
L04499,0.04200372176833019,0.21271822554887235,273350.8940828839,3578
L04500,0.05904840186859783,0.24579117995928781,122635.02912187224,14662
L04501,0.06069182493296551,0.6506349207918832,69929.38973743074,16009
L04502,0.07900217261417677,0.6873903401586431,297776.7937984922,901
L04503,0.08610764804262785,0.23626510236090298,296105.40783445444,7145
L04504,0.009864231286899693,0.341831496928378,83419.27121381312,19664
L04505,0.0280425080273942,0.6889291148455973,176068.80680793308,15179
L04506,0.03502255700850937,0.6083176387810106,244273.3818466583,2939
L04507,0.002323102344881125,0.3657023736177828,182607.63381097896,16342
L04508,0.042340870899634,0.37157517625258485,221626.18679951574,1366
L04509,0.03652106689149235,0.6271655149807129,83678.48145712641,1751
L04510,0.053013626877969754,0.11760643524613185,155886.24154971773,1305
L04511,0.010917967580900061,0.6584073040416333,263767.84074543114,14397
L04512,0.04198528524376356,0.15361915791179678,22620.493280123934,1450
L04513,0.060144180327426605,0.6408592957893442,103600.98049138435,6308
L04514,0.08057771173779227,0.1384393322998454,103914.615485649,13021
L04515,0.07687879108083319,0.6814634139215257,73026.45112297288,9305
L04516,0.04108080042653497,0.1051306086280506,77943.37166673892,4682
L04517,0.03956372537781563,0.6789553275597419,126360.0238286603,18754
L04518,0.004709732821802088,0.13727583063700324,56985.696337826776,11449
L04519,0.009181818124703839,0.1750935964747167,204938.95612974567,11048
L04520,0.08736823707084043,0.6777554154279527,104294.93328316671,9123
L04521,0.08078162966487021,0.5750602719359942,200908.14820140446,12737
L04522,0.003087631418004672,0.6038867388450108,238521.9832863339,12156
L04523,0.08838517767431034,0.35889216264234025,191247.22589447425,17675
L04524,0.06177404684369356,0.14811490782652675,51090.898487714854,17415
L04525,0.08038999285863944,0.18934070701174943,154812.5098127014,11343
L04526,0.05075014559259475,0.6542213431168737,107728.04940622809,13604
L04527,0.01591201147395688,0.33066023758652796,26838.362921870947,632
L04528,0.036332159614986204,0.5534061965007844,295718.622506498,15907
L04529,0.045552878681097336,0.5140917398256273,90503.5380731806,6562
L04530,0.07563730206067101,0.3842780620180969,23143.158112641235,17733
L04531,0.08145656691236952,0.61635593311292,17490.48117535319,16810
L04532,0.0744038397721516,0.49270249649982245,18385.45012892851,14905
L04533,0.04818809652668671,0.5438847744415903,190515.14460417134,3938
L04534,0.06670644319934893,0.602133144985548,229837.81599304883,17522
L04535,0.030255963361328624,0.2335862717756533,298065.8722658304,17161
L04536,0.09879236928670844,0.2759661182842157,179096.42755845096,15956
L04537,0.017652368015041137,0.5533100151656031,223052.8169641785,6551
L04538,0.07263665395013498,0.5975229455692869,54909.002940740575,14820
L04539,0.016338126879112284,0.4585763447307424,297849.5990878087,14626
L04540,0.02880574801565384,0.6959754272630608,245592.78712318413,14926
L04541,0.07513375519561707,0.6268110730147141,25092.215901262698,8997
L04542,0.07318245548925076,0.5803178055022045,137464.81792954533,9568
L04543,0.013326472815691208,0.24721128323242317,272169.1086588688,15859
L04544,0.06817573140192541,0.2998143119152933,102221.10242423794,15767
L04545,0.021180065875640558,0.3164412833353264,249556.95128181824,15944
L04546,0.09732319687076399,0.15570804241217734,81954.47972240568,5634
L04547,0.0607021217165031,0.5388642681219432,81056.61996065792,14153
L04548,0.001344463073438609,0.34731596989718716,170745.28210906734,15929
L04549,0.02163700056562162,0.4726016933999726,48589.52985600311,17923
L04550,0.023730944096131003,0.5256722876093962,294113.4404684343,809
L04551,0.025462712999465217,0.10501544376056818,215235.0607991237,7521
L04552,0.05615221428646061,0.12869230565200476,213339.5359239492,19089
L04553,0.021355065266502483,0.3010628238046978,197603.02827213812,6461
L04554,0.04186641580494833,0.4933289323187675,108698.28972659809,1590
L04555,0.018159171790539778,0.38695158898648674,212018.91556506263,17481
L04556,0.06702334250098399,0.663333189014124,176489.05525827943,18994
L04557,0.05730195967045222,0.2541317893008489,163608.10860054346,1936
L04558,0.06324111075945803,0.16232355859444658,91578.45040568364,6504
L04559,0.09677342645266639,0.16861434365473887,114524.53554868503,6075
L04560,0.04053089236822373,0.2350235880052545,154059.3138220246,18429
L04561,0.02233178994991026,0.24173456816346015,28144.110586028197,13612
L04562,0.09987831927836499,0.32736444251675023,46516.17519891427,16879
L04563,0.006749431437354167,0.43845119701563473,47529.73423937556,16602
L04564,0.08122458777508701,0.24951217976520507,183522.14510334146,12166
L04565,0.017055484059207468,0.409218363891089,268113.29670799524,10625
L04566,0.06681373816985747,0.386687841020499,92496.7174418668,4884
L04567,0.04790582806193646,0.28545109148686165,129687.9778274685,11631
L04568,0.08406353077866136,0.36043375891573326,193817.82898039924,13154
L04569,0.07337801896066486,0.33001020543735776,215658.6586856961,16863
L04570,0.018061253802964167,0.670028064167604,305195.8319607067,11956
L04571,0.06685925482663321,0.14132396231239358,139590.79184732743,17939
L04572,0.02249200722526008,0.5601794432607016,123640.97518320497,1508
L04573,0.01775777221554479,0.28564713041685275,233552.16300248794,4755
L04574,0.009327488550168642,0.21123799821301997,48034.207270499355,19463
L04575,0.012251947433786662,0.6224201078364275,105415.84963810789,9169
L04576,0.07068385900413925,0.38172308635592433,144064.0919839904,8724
L04577,0.09922004081552839,0.4060830378670708,276456.0746776247,19985
L04578,0.06790344045042968,0.3494810061984299,184786.5582459167,7970
L04579,0.0711382506691361,0.34271344506563617,283274.1221520809,15099
L04580,0.07848826814163258,0.5157120067028116,189232.17454707323,7740
L04581,0.08901212548429559,0.5556446494545593,166350.77270015283,3488
L04582,0.027505244239478553,0.5734329997016956,201474.5550018775,18028
L04583,0.06085002276886283,0.41512143912186616,9361.266609608456,5827
L04584,0.022447056908723974,0.521197371205628,203924.28914787358,6607
L04585,0.05303811476958806,0.566560947164175,179891.81993109555,17834
L04586,0.021658184493583317,0.5099969676965519,164983.09125454782,10036
L04587,0.007336527360525205,0.2161889481888273,80429.24291367362,10949
L04588,0.009740168995521135,0.5270655076070534,139313.78384343613,6850
L04589,0.09765393723075587,0.488890298096875,258350.66469308105,19232
L04590,0.001595790109378088,0.15773087849541506,66101.42025237622,13290
L04591,0.06932633444933253,0.4877225949165864,166372.3765640189,10983
L04592,0.08884344666817232,0.6250531909883511,96972.61859980212,18538
L04593,0.03997666864341786,0.3479465536650931,45120.15679996004,14659
L04594,0.07110336949876554,0.1801346483951597,85467.335860554,10556
L04595,0.03553984187387493,0.46638175157585526,263433.24113446724,13648
L04596,0.053367520312121774,0.2433900551851398,63738.458634050214,4931
L04597,0.09363418568458082,0.42702969680188796,8838.333856890158,3035
L04598,0.005191172157292501,0.5015572514396159,107610.43675686879,15599
L04599,0.027450320964289184,0.40617011560262195,327395.9332061024,14105
L04600,0.011492867971787966,0.28515363835082347,81102.5932961666,17556
L04601,0.05009661778988434,0.6142244877339346,76316.43958569937,13516
L04602,0.0772775608227472,0.18155335681822427,57719.33316698026,6586
L04603,0.09768337258647353,0.12568037890424208,223317.9170551922,2082
L04604,0.016389360385264482,0.5972448354865124,105583.58844275824,8532
L04605,0.0053491405033803474,0.12050190108122959,216262.02784194544,6394
L04606,0.014696542533840635,0.39231447300091515,9972.692064550934,8190
L04607,0.09690649904629056,0.42269602376225546,64829.54016399461,9669
L04608,0.032692767217918174,0.30302090165634,115377.72251188276,12478
L04609,0.02745007466261854,0.2655151330581441,12731.498401486078,4936
L04610,0.07377165799738206,0.5441570426392819,205511.9476482489,2534
L04611,0.012946862309696942,0.3198083291017942,75026.66839062114,4576
L04612,0.03555843329749223,0.1742365164224316,97026.88608881764,17279
L04613,0.015336350648350795,0.3779098828327082,17725.543157368742,5569
L04614,0.09745772739186408,0.5358233641992737,206166.08582324846,6563
L04615,0.02922714715012692,0.284870272720587,63264.72532572578,15975
L04616,0.027650327858312458,0.17926116632380568,195976.37868405206,5954
L04617,0.06380587528275294,0.30466519482186544,202562.43123972748,19851
L04618,0.002645015669217308,0.4272812133668916,132360.62178665271,17800
L04619,0.06570022481328022,0.16103788259040636,141773.67299181924,9684
L04620,0.04593164164111082,0.24072477029396686,216384.39520018912,7943
L04621,0.019229366127971964,0.6824974759448171,213979.92636899542,15213
L04622,0.04914795494875684,0.22249685466136915,42803.34589628226,7994
L04623,0.09989983764520843,0.13810608194385587,132738.8196661758,13079
L04624,0.08404179109399983,0.3592954985034418,245648.87408682465,1813
L04625,0.09744224865541666,0.1442976326873582,143609.86414127782,9419
L04626,0.09268007306877128,0.10813130461828424,35171.321462401684,15865
L04627,0.08222109231009853,0.10929457047243343,286548.2685009412,18891
L04628,0.03413970285852983,0.2778685016739048,157694.8624190127,3391
L04629,0.07326367636288013,0.1442762666104243,139363.55987848205,7953
L04630,0.039762266302723656,0.21573846149781126,178921.10003306522,6662
L04631,0.0435231409803949,0.4889532434215601,218084.17396331177,17033
L04632,0.08746581498378503,0.2730145711036212,76703.40280184918,5008
L04633,0.021313133711569524,0.44529404416660556,141532.98936041747,5766
L04634,0.03036284101752987,0.3467858511271994,191292.9756236349,5833
L04635,0.09311951262099782,0.6308366498316199,158470.16319583793,8555
L04636,0.0702598466777381,0.5178519139278841,214691.3630880579,2723
L04637,0.0074249807400086085,0.611505799881731,118327.93656310932,14376
L04638,0.013039689228753114,0.4113345327551722,12585.86818791439,1815
L04639,0.05837527488237473,0.5687180682041514,179697.17096201133,2935
L04640,0.08007674116441146,0.46934660161471287,43318.93421309488,16514
L04641,0.07948787523140002,0.5463563644664277,40614.22699635371,11442
L04642,0.04306767538411432,0.510762703454666,170288.19850461293,16241
L04643,0.02659242060577548,0.2803064168907672,274493.61284439417,18632
L04644,0.07898309312468149,0.17524956252050156,169933.51342194967,6769
L04645,0.09446274475979767,0.5838574104567316,64765.025154562114,4675
L04646,0.04496894025269344,0.1464017265179956,50515.98718090426,8943
L04647,0.0145903576396672,0.46310049437456857,171540.61153655566,3187
L04648,0.06136320532817125,0.6932680290134471,181941.29197861266,5715
L04649,0.008091866408409431,0.20961872246532093,34060.87133232745,3831
L04650,0.06153855956419981,0.5460917250554842,153005.3704810213,15815
L04651,0.01812163745221709,0.6718949040609081,98000.75090167455,4570
L04652,0.052081928737450434,0.3972893291152577,83276.5447390067,14528
L04653,0.06292392543599394,0.44380528062631075,101631.34660745808,2528
L04654,0.04522584279694271,0.3205981256187045,264634.2685222212,7398
L04655,0.08290238941137772,0.3650587131534099,145090.53262444772,16806
L04656,0.03809617744885329,0.47806158018700096,33055.10415922378,3720
L04657,0.016348245731676505,0.6228726545195319,258708.79451687148,5809
L04658,0.04692656272872062,0.6713994980933647,287682.20047963003,1027
L04659,0.09639034404601787,0.42593598893165296,43317.78598874135,537
L04660,0.08813804003163717,0.5693555000723814,242382.78842621908,14293
L04661,0.03179724521814773,0.5418853791192997,58106.56355927661,6727
L04662,0.02502780404576874,0.2482129166032348,112310.52379579392,1647
L04663,0.04884552755039516,0.3771173684250959,117400.07894225577,17747
L04664,0.06586064250465382,0.5101078089961949,193461.2976054951,6494
L04665,0.09274522285743086,0.1773357110318336,269016.44284041086,7371
L04666,0.06171929389836198,0.6303823678582637,219612.02847590478,1520
L04667,0.08377552530208043,0.34152574335660774,45452.294013805076,13483
L04668,0.06991127149204086,0.37209755258869326,101273.57346153392,18911
L04669,0.011050780864292443,0.6218457491162764,50285.55104734977,16950
L04670,0.08928676689663838,0.2033574556128418,186651.23189199844,2379
L04671,0.02075420692951631,0.1213177395147219,105067.75157979236,9692
L04672,0.037298053000524786,0.27162046698152253,274834.7652898805,8969
L04673,0.08418590944731956,0.1901378454337435,32313.68289955093,7405
L04674,0.0979420760780777,0.6913522966682318,219441.1777958059,9836
L04675,0.03175056730028992,0.4397014433161456,142172.71429049576,4489
L04676,0.03893906140771237,0.43871462028944874,11365.051086035455,11627
L04677,0.04907575054316747,0.5764668251478802,87213.85970260469,11947
L04678,0.0503011733444048,0.255109513732231,257407.09495722447,7932
L04679,0.07528711557344704,0.4136068290077911,201963.63343853975,9546
L04680,0.08189475465228156,0.1852880991681109,168189.324652183,2378
L04681,0.09911254778310147,0.15609578052970105,199600.38270029088,8327
L04682,0.08061864324564445,0.3638211488982328,191930.82875373441,9998
L04683,0.03067836048224615,0.647736952649816,31937.389211382448,2062
L04684,0.03645691397055304,0.3646406853882377,224914.7288734696,14896
L04685,0.06218772435869619,0.37103840737333527,55575.034272984245,18704
L04686,0.06897716040019428,0.6190605806929603,178110.19019442596,17831
