LoanID,missing_PD,missing_LGD,missing_EAD,negative_saldo,negative_importe_aprobado,inconsistent_provision,missing_centro_costo,any_quality_issue
L03853,False,False,False,False,False,False,False,False
L03854,False,False,False,False,False,False,False,False
L03855,False,False,False,False,False,False,False,False
L03856,False,False,False,False,False,False,False,False
L03857,False,False,False,False,False,False,False,False
L03858,False,False,False,False,False,False,False,False
L03859,False,False,False,False,False,False,False,False
L03860,False,False,False,False,False,False,False,False
L03861,False,False,False,False,False,False,False,False
L03862,False,False,False,False,False,False,False,False
L03863,False,False,False,False,False,False,False,False
L03864,False,False,False,False,False,False,False,False
L03865,False,False,False,False,False,False,False,False
L03866,False,False,False,False,False,False,False,False
L03867,False,False,False,False,False,False,False,False
L03868,False,False,False,False,False,False,False,False
L03869,False,False,False,False,False,False,False,False
L03870,False,False,False,False,False,False,False,False
L03871,False,False,False,False,False,False,False,False
L03872,False,False,False,False,False,False,False,False
L03873,False,False,False,False,False,False,False,False
L03874,False,False,False,False,False,False,False,False
L03875,False,False,False,False,False,False,False,False
L03876,False,False,False,False,False,False,False,False
L03877,False,False,False,False,False,False,False,False
L03878,False,False,False,False,False,False,False,False
L03879,False,False,False,False,False,False,False,False
L03880,False,False,False,False,False,False,False,False
L03881,False,False,False,False,False,False,False,False
L03882,False,False,False,False,False,False,False,False
L03883,False,False,False,False,False,False,False,False
L03884,False,False,False,False,False,False,False,False
L03885,False,False,False,False,False,False,False,False
L03886,False,False,False,False,False,False,False,False
L03887,False,False,False,False,False,False,False,False
L03888,False,False,False,False,False,False,False,False
L03889,False,False,False,False,False,False,False,False
L03890,False,False,False,False,False,False,False,False
L03891,False,False,False,False,False,False,False,False
L03892,False,False,False,False,False,False,False,False
L03893,False,False,False,False,False,False,False,False
L03894,False,False,False,False,False,False,False,False
L03895,False,False,False,False,False,False,False,False
L03896,False,False,False,False,False,False,False,False
L03897,False,False,False,False,False,False,False,False
L03898,False,False,False,False,False,False,False,False
L03899,False,False,False,False,False,False,False,False
L03900,False,False,False,False,False,False,False,False
L03901,False,False,False,False,False,False,False,False
L03902,False,False,False,False,False,False,False,False
L03903,False,False,False,False,False,False,False,False
L03904,False,False,False,False,False,False,False,False
L03905,False,False,False,False,False,False,False,False
L03906,False,False,False,False,False,False,False,False
L03907,False,False,False,False,False,False,False,False
L03908,False,False,False,False,False,False,False,False
L03909,False,False,False,False,False,False,False,False
L03910,False,False,False,False,False,False,False,False
L03911,False,False,False,False,False,False,False,False
L03912,False,False,False,False,False,False,False,False
L03913,False,False,False,False,False,False,False,False
L03914,False,False,False,False,False,False,False,False
L03915,False,False,False,False,False,False,False,False
L03916,False,False,False,False,False,False,False,False
L03917,False,False,False,False,False,False,False,False
L03918,False,False,False,False,False,False,False,False
L03919,False,False,False,False,False,False,False,False
L03920,False,False,False,False,False,False,False,False
L03921,False,False,False,False,False,False,False,False
L03922,False,False,False,False,False,False,False,False
L03923,False,False,False,False,False,False,False,False
L03924,False,False,False,False,False,False,False,False
L03925,False,False,False,False,False,False,False,False
L03926,False,False,False,False,False,False,False,False
L03927,False,False,False,False,False,False,False,False
L03928,False,False,False,False,False,False,False,False
L03929,False,False,False,False,False,False,False,False
L03930,False,False,False,False,False,False,False,False
L03931,False,False,False,False,False,False,False,False
L03932,False,False,False,False,False,False,False,False
L03933,False,False,False,False,False,False,False,False
L03934,False,False,False,False,False,False,False,False
L03935,False,False,False,False,False,False,False,False
L03936,False,False,False,False,False,False,False,False
L03937,False,False,False,False,False,False,False,False
L03938,False,False,False,False,False,False,False,False
L03939,False,False,False,False,False,False,False,False
L03940,False,False,False,False,False,False,False,False
L03941,False,False,False,False,False,False,False,False
L03942,False,False,False,False,False,False,False,False
L03943,False,False,False,False,False,False,False,False
L03944,False,False,False,False,False,False,False,False
L03945,False,False,False,False,False,False,False,False
L03946,False,False,False,False,False,False,False,False
L03947,False,False,False,False,False,False,False,False
L03948,False,False,False,False,False,False,False,False
L03949,False,False,False,False,False,False,False,False
L03950,False,False,False,False,False,False,False,False
L03951,False,False,False,False,False,False,False,False
L03952,False,False,False,False,False,False,False,False
L03953,False,False,False,False,False,False,False,False
L03954,False,False,False,False,False,False,False,False
L03955,False,False,False,False,False,False,False,False
L03956,False,False,False,False,False,False,False,False
L03957,False,False,False,False,False,False,False,False
L03958,False,False,False,False,False,False,False,False
L03959,False,False,False,False,False,False,False,False
L03960,False,False,False,False,False,False,False,False
L03961,False,False,False,False,False,False,False,False
L03962,False,False,False,False,False,False,False,False
L03963,False,False,False,False,False,False,False,False
L03964,False,False,False,False,False,False,False,False
L03965,False,False,False,False,False,False,False,False
L03966,False,False,False,False,False,False,False,False
L03967,False,False,False,False,False,False,False,False
L03968,False,False,False,False,False,False,False,False
L03969,False,False,False,False,False,False,False,False
L03970,False,False,False,False,False,False,False,False
L03971,False,False,False,False,False,False,False,False
L03972,False,False,False,False,False,False,False,False
L03973,False,False,False,False,False,False,False,False
L03974,False,False,False,False,False,False,False,False
L03975,False,False,False,False,False,False,False,False
L03976,False,False,False,False,False,False,False,False
L03977,False,False,False,False,False,False,False,False
L03978,False,False,False,False,False,False,False,False
L03979,False,False,False,False,False,False,False,False
L03980,False,False,False,False,False,False,False,False
L03981,False,False,False,False,False,False,False,False
L03982,False,False,False,False,False,False,False,False
L03983,False,False,False,False,False,False,False,False
L03984,False,False,False,False,False,False,False,False
L03985,False,False,False,False,False,False,False,False
L03986,False,False,False,False,False,False,False,False
L03987,False,False,False,False,False,False,False,False
L03988,False,False,False,False,False,False,False,False
L03989,False,False,False,False,False,False,False,False
L03990,False,False,False,False,False,False,False,False
L03991,False,False,False,False,False,False,False,False
L03992,False,False,False,False,False,False,False,False
L03993,False,False,False,False,False,False,False,False
L03994,False,False,False,False,False,False,False,False
L03995,False,False,False,False,False,False,False,False
L03996,False,False,False,False,False,False,False,False
L03997,False,False,False,False,False,False,False,False
L03998,False,False,False,False,False,False,False,False
L03999,False,False,False,False,False,False,False,False
L04000,False,False,False,False,False,False,False,False
L04001,False,False,False,False,False,False,False,False
L04002,False,False,False,False,False,False,False,False
L04003,False,False,False,False,False,False,False,False
L04004,False,False,False,False,False,False,False,False
L04005,False,False,False,False,False,False,False,False
L04006,False,False,False,False,False,False,False,False
L04007,False,False,False,False,False,False,False,False
L04008,False,False,False,False,False,False,False,False
L04009,False,False,False,False,False,False,False,False
L04010,False,False,False,False,False,False,False,False
L04011,False,False,False,False,False,False,False,False
L04012,False,False,False,False,False,False,False,False
L04013,False,False,False,False,False,False,False,False
L04014,False,False,False,False,False,False,False,False
L04015,False,False,False,False,False,False,False,False
L04016,False,False,False,False,False,False,False,False
L04017,False,False,False,False,False,False,False,False
L04018,False,False,False,False,False,False,False,False
L04019,False,False,False,False,False,False,False,False
L04020,False,False,False,False,False,False,False,False
L04021,False,False,False,False,False,False,False,False
L04022,False,False,False,False,False,False,False,False
L04023,False,False,False,False,False,False,False,False
L04024,False,False,False,False,False,False,False,False
L04025,False,False,False,False,False,False,False,False
L04026,False,False,False,False,False,False,False,False
L04027,False,False,False,False,False,False,False,False
L04028,False,False,False,False,False,False,False,False
L04029,False,False,False,False,False,False,False,False
L04030,False,False,False,False,False,False,False,False
L04031,False,False,False,False,False,False,False,False
L04032,False,False,False,False,False,False,False,False
L04033,False,False,False,False,False,False,False,False
L04034,False,False,False,False,False,False,False,False
L04035,False,False,False,False,False,False,False,False
L04036,False,False,False,False,False,False,False,False
L04037,False,False,False,False,False,False,False,False
L04038,False,False,False,False,False,False,False,False
L04039,False,False,False,False,False,False,False,False
L04040,False,False,False,False,False,False,False,False
L04041,False,False,False,False,False,False,False,False
L04042,False,False,False,False,False,False,False,False
L04043,False,False,False,False,False,False,False,False
L04044,False,False,False,False,False,False,False,False
L04045,False,False,False,False,False,False,False,False
L04046,False,False,False,False,False,False,False,False
L04047,False,False,False,False,False,False,False,False
L04048,False,False,False,False,False,False,False,False
L04049,False,False,False,False,False,False,False,False
L04050,False,False,False,False,False,False,False,False
L04051,False,False,False,False,False,False,False,False
L04052,False,False,False,False,False,False,False,False
L04053,False,False,False,False,False,False,False,False
L04054,False,False,False,False,False,False,False,False
L04055,False,False,False,False,False,False,False,False
L04056,False,False,False,False,False,False,False,False
L04057,False,False,False,False,False,False,False,False
L04058,False,False,False,False,False,False,False,False
L04059,False,False,False,False,False,False,False,False
L04060,False,False,False,False,False,False,False,False
L04061,False,False,False,False,False,False,False,False
L04062,False,False,False,False,False,False,False,False
L04063,False,False,False,False,False,False,False,False
L04064,False,False,False,False,False,False,False,False
L04065,False,False,False,False,False,False,False,False
L04066,False,False,False,False,False,False,False,False
L04067,False,False,False,False,False,False,False,False
L04068,False,False,False,False,False,False,False,False
L04069,False,False,False,False,False,False,False,False
L04070,False,False,False,False,False,False,False,False
L04071,False,False,False,False,False,False,False,False
L04072,False,False,False,False,False,False,False,False
L04073,False,False,False,False,False,False,False,False
L04074,False,False,False,False,False,False,False,False
L04075,False,False,False,False,False,False,False,False
L04076,False,False,False,False,False,False,False,False
L04077,False,False,False,False,False,False,False,False
L04078,False,False,False,False,False,False,False,False
L04079,False,False,False,False,False,False,False,False
L04080,False,False,False,False,False,False,False,False
L04081,False,False,False,False,False,False,False,False
L04082,False,False,False,False,False,False,False,False
L04083,False,False,False,False,False,False,False,False
L04084,False,False,False,False,False,False,False,False
L04085,False,False,False,False,False,False,False,False
L04086,False,False,False,False,False,False,False,False
L04087,False,False,False,False,False,False,False,False
L04088,False,False,False,False,False,False,False,False
L04089,False,False,False,False,False,False,False,False
L04090,False,False,False,False,False,False,False,False
L04091,False,False,False,False,False,False,False,False
L04092,False,False,False,False,False,False,False,False
L04093,False,False,False,False,False,False,False,False
L04094,False,False,False,False,False,False,False,False
L04095,False,False,False,False,False,False,False,False
L04096,False,False,False,False,False,False,False,False
L04097,False,False,False,False,False,False,False,False
L04098,False,False,False,False,False,False,False,False
L04099,False,False,False,False,False,False,False,False
L04100,False,False,False,False,False,False,False,False
L04101,False,False,False,False,False,False,False,False
L04102,False,False,False,False,False,False,False,False
L04103,False,False,False,False,False,False,False,False
L04104,False,False,False,False,False,False,False,False
L04105,False,False,False,False,False,False,False,False
L04106,False,False,False,False,False,False,False,False
L04107,False,False,False,False,False,False,False,False
L04108,False,False,False,False,False,False,False,False
L04109,False,False,False,False,False,False,False,False
L04110,False,False,False,False,False,False,False,False
L04111,False,False,False,False,False,False,False,False
L04112,False,False,False,False,False,False,False,False
L04113,False,False,False,False,False,False,False,False
L04114,False,False,False,False,False,False,False,False
L04115,False,False,False,False,False,False,False,False
L04116,False,False,False,False,False,False,False,False
L04117,False,False,False,False,False,False,False,False
L04118,False,False,False,False,False,False,False,False
L04119,False,False,False,False,False,False,False,False
L04120,False,False,False,False,False,False,False,False
L04121,False,False,False,False,False,False,False,False
L04122,False,False,False,False,False,False,False,False
L04123,False,False,False,False,False,False,False,False
L04124,False,False,False,False,False,False,False,False
L04125,False,False,False,False,False,False,False,False
L04126,False,False,False,False,False,False,False,False
L04127,False,False,False,False,False,False,False,False
L04128,False,False,False,False,False,False,False,False
L04129,False,False,False,False,False,False,False,False
L04130,False,False,False,False,False,False,False,False
L04131,False,False,False,False,False,False,False,False
L04132,False,False,False,False,False,False,False,False
L04133,False,False,False,False,False,False,False,False
L04134,False,False,False,False,False,False,False,False
L04135,False,False,False,False,False,False,False,False
L04136,False,False,False,False,False,False,False,False
L04137,False,False,False,False,False,False,False,False
L04138,False,False,False,False,False,False,False,False
L04139,False,False,False,False,False,False,False,False
L04140,False,False,False,False,False,False,False,False
L04141,False,False,False,False,False,False,False,False
L04142,False,False,False,False,False,False,False,False
L04143,False,False,False,False,False,False,False,False
L04144,False,False,False,False,False,False,False,False
L04145,False,False,False,False,False,False,False,False
L04146,False,False,False,False,False,False,False,False
L04147,False,False,False,False,False,False,False,False
L04148,False,False,False,False,False,False,False,False
L04149,False,False,False,False,False,False,False,False
L04150,False,False,False,False,False,False,False,False
L04151,False,False,False,False,False,False,False,False
L04152,False,False,False,False,False,False,False,False
L04153,False,False,False,False,False,False,False,False
L04154,False,False,False,False,False,False,False,False
L04155,False,False,False,False,False,False,False,False
L04156,False,False,False,False,False,False,False,False
L04157,False,False,False,False,False,False,False,False
L04158,False,False,False,False,False,False,False,False
L04159,False,False,False,False,False,False,False,False
L04160,False,False,False,False,False,False,False,False
L04161,False,False,False,False,False,False,False,False
L04162,False,False,False,False,False,False,False,False
L04163,False,False,False,False,False,False,False,False
L04164,False,False,False,False,False,False,False,False
L04165,False,False,False,False,False,False,False,False
L04166,False,False,False,False,False,False,False,False
L04167,False,False,False,False,False,False,False,False
L04168,False,False,False,False,False,False,False,False
L04169,False,False,False,False,False,False,False,False
L04170,False,False,False,False,False,False,False,False
L04171,False,False,False,False,False,False,False,False
L04172,False,False,False,False,False,False,False,False
L04173,False,False,False,False,False,False,False,False
L04174,False,False,False,False,False,False,False,False
L04175,False,False,False,False,False,False,False,False
L04176,False,False,False,False,False,False,False,False
L04177,False,False,False,False,False,False,False,False
L04178,False,False,False,False,False,False,False,False
L04179,False,False,False,False,False,False,False,False
L04180,False,False,False,False,False,False,False,False
L04181,False,False,False,False,False,False,False,False
L04182,False,False,False,False,False,False,False,False
L04183,False,False,False,False,False,False,False,False
L04184,False,False,False,False,False,False,False,False
L04185,False,False,False,False,False,False,False,False
L04186,False,False,False,False,False,False,False,False
L04187,False,False,False,False,False,False,False,False
L04188,False,False,False,False,False,False,False,False
L04189,False,False,False,False,False,False,False,False
L04190,False,False,False,False,False,False,False,False
L04191,False,False,False,False,False,False,False,False
L04192,False,False,False,False,False,False,False,False
L04193,False,False,False,False,False,False,False,False
L04194,False,False,False,False,False,False,False,False
L04195,False,False,False,False,False,False,False,False
L04196,False,False,False,False,False,False,False,False
L04197,False,False,False,False,False,False,False,False
L04198,False,False,False,False,False,False,False,False
L04199,False,False,False,False,False,False,False,False
L04200,False,False,False,False,False,False,False,False
L04201,False,False,False,False,False,False,False,False
L04202,False,False,False,False,False,False,False,False
L04203,False,False,False,False,False,False,False,False
L04204,False,False,False,False,False,False,False,False
L04205,False,False,False,False,False,False,False,False
L04206,False,False,False,False,False,False,False,False
L04207,False,False,False,False,False,False,False,False
L04208,False,False,False,False,False,False,False,False
L04209,False,False,False,False,False,False,False,False
L04210,False,False,False,False,False,False,False,False
L04211,False,False,False,False,False,False,False,False
L04212,False,False,False,False,False,False,False,False
L04213,False,False,False,False,False,False,False,False
L04214,False,False,False,False,False,False,False,False
L04215,False,False,False,False,False,False,False,False
L04216,False,False,False,False,False,False,False,False
L04217,False,False,False,False,False,False,False,False
L04218,False,False,False,False,False,False,False,False
L04219,False,False,False,False,False,False,False,False
L04220,False,False,False,False,False,False,False,False
L04221,False,False,False,False,False,False,False,False
L04222,False,False,False,False,False,False,False,False
L04223,False,False,False,False,False,False,False,False
L04224,False,False,False,False,False,False,False,False
L04225,False,False,False,False,False,False,False,False
L04226,False,False,False,False,False,False,False,False
L04227,False,False,False,False,False,False,False,False
L04228,False,False,False,False,False,False,False,False
L04229,False,False,False,False,False,False,False,False
L04230,False,False,False,False,False,False,False,False
L04231,False,False,False,False,False,False,False,False
L04232,False,False,False,False,False,False,False,False
L04233,False,False,False,False,False,False,False,False
L04234,False,False,False,False,False,False,False,False
L04235,False,False,False,False,False,False,False,False
L04236,False,False,False,False,False,False,False,False
L04237,False,False,False,False,False,False,False,False
L04238,False,False,False,False,False,False,False,False
L04239,False,False,False,False,False,False,False,False
L04240,False,False,False,False,False,False,False,False
L04241,False,False,False,False,False,False,False,False
L04242,False,False,False,False,False,False,False,False
L04243,False,False,False,False,False,False,False,False
L04244,False,False,False,False,False,False,False,False
L04245,False,False,False,False,False,False,False,False
L04246,False,False,False,False,False,False,False,False
L04247,False,False,False,False,False,False,False,False
L04248,False,False,False,False,False,False,False,False
L04249,False,False,False,False,False,False,False,False
L04250,False,False,False,False,False,False,False,False
L04251,False,False,False,False,False,False,False,False
L04252,False,False,False,False,False,False,False,False
L04253,False,False,False,False,False,False,False,False
L04254,False,False,False,False,False,False,False,False
L04255,False,False,False,False,False,False,False,False
L04256,False,False,False,False,False,False,False,False
L04257,False,False,False,False,False,False,False,False
L04258,False,False,False,False,False,False,False,False
L04259,False,False,False,False,False,False,False,False
L04260,False,False,False,False,False,False,False,False
L04261,False,False,False,False,False,False,False,False
L04262,False,False,False,False,False,False,False,False
L04263,False,False,False,False,False,False,False,False
L04264,False,False,False,False,False,False,False,False
L04265,False,False,False,False,False,False,False,False
L04266,False,False,False,False,False,False,False,False
L04267,False,False,False,False,False,False,False,False
L04268,False,False,False,False,False,False,False,False
L04269,False,False,False,False,False,False,False,False
L04270,False,False,False,False,False,False,False,False
L04271,False,False,False,False,False,False,False,False
L04272,False,False,False,False,False,False,False,False
L04273,False,False,False,False,False,False,False,False
L04274,False,False,False,False,False,False,False,False
L04275,False,False,False,False,False,False,False,False
L04276,False,False,False,False,False,False,False,False
L04277,False,False,False,False,False,False,False,False
L04278,False,False,False,False,False,False,False,False
L04279,False,False,False,False,False,False,False,False
L04280,False,False,False,False,False,False,False,False
L04281,False,False,False,False,False,False,False,False
L04282,False,False,False,False,False,False,False,False
L04283,False,False,False,False,False,False,False,False
L04284,False,False,False,False,False,False,False,False
L04285,False,False,False,False,False,False,False,False
L04286,False,False,False,False,False,False,False,False
L04287,False,False,False,False,False,False,False,False
L04288,False,False,False,False,False,False,False,False
L04289,False,False,False,False,False,False,False,False
L04290,False,False,False,False,False,False,False,False
L04291,False,False,False,False,False,False,False,False
L04292,False,False,False,False,False,False,False,False
L04293,False,False,False,False,False,False,False,False
L04294,False,False,False,False,False,False,False,False
L04295,False,False,False,False,False,False,False,False
L04296,False,False,False,False,False,False,False,False
L04297,False,False,False,False,False,False,False,False
L04298,False,False,False,False,False,False,False,False
L04299,False,False,False,False,False,False,False,False
L04300,False,False,False,False,False,False,False,False
L04301,False,False,False,False,False,False,False,False
L04302,False,False,False,False,False,False,False,False
L04303,False,False,False,False,False,False,False,False
L04304,False,False,False,False,False,False,False,False
L04305,False,False,False,False,False,False,False,False
L04306,False,False,False,False,False,False,False,False
L04307,False,False,False,False,False,False,False,False
L04308,False,False,False,False,False,False,False,False
L04309,False,False,False,False,False,False,False,False
L04310,False,False,False,False,False,False,False,False
L04311,False,False,False,False,False,False,False,False
L04312,False,False,False,False,False,False,False,False
L04313,False,False,False,False,False,False,False,False
L04314,False,False,False,False,False,False,False,False
L04315,False,False,False,False,False,False,False,False
L04316,False,False,False,False,False,False,False,False
L04317,False,False,False,False,False,False,False,False
L04318,False,False,False,False,False,False,False,False
L04319,False,False,False,False,False,False,False,False
L04320,False,False,False,False,False,False,False,False
L04321,False,False,False,False,False,False,False,False
L04322,False,False,False,False,False,False,False,False
L04323,False,False,False,False,False,False,False,False
L04324,False,False,False,False,False,False,False,False
L04325,False,False,False,False,False,False,False,False
L04326,False,False,False,False,False,False,False,False
L04327,False,False,False,False,False,False,False,False
L04328,False,False,False,False,False,False,False,False
L04329,False,False,False,False,False,False,False,False
L04330,False,False,False,False,False,False,False,False
L04331,False,False,False,False,False,False,False,False
L04332,False,False,False,False,False,False,False,False
L04333,False,False,False,False,False,False,False,False
L04334,False,False,False,False,False,False,False,False
L04335,False,False,False,False,False,False,False,False
L04336,False,False,False,False,False,False,False,False
L04337,False,False,False,False,False,False,False,False
L04338,False,False,False,False,False,False,False,False
L04339,False,False,False,False,False,False,False,False
L04340,False,False,False,False,False,False,False,False
L04341,False,False,False,False,False,False,False,False
L04342,False,False,False,False,False,False,False,False
L04343,False,False,False,False,False,False,False,False
L04344,False,False,False,False,False,False,False,False
L04345,False,False,False,False,False,False,False,False
L04346,False,False,False,False,False,False,False,False
L04347,False,False,False,False,False,False,False,False
L04348,False,False,False,False,False,False,False,False
L04349,False,False,False,False,False,False,False,False
L04350,False,False,False,False,False,False,False,False
L04351,False,False,False,False,False,False,False,False
L04352,False,False,False,False,False,False,False,False
L04353,False,False,False,False,False,False,False,False
L04354,False,False,False,False,False,False,False,False
L04355,False,False,False,False,False,False,False,False
L04356,False,False,False,False,False,False,False,False
L04357,False,False,False,False,False,False,False,False
L04358,False,False,False,False,False,False,False,False
L04359,False,False,False,False,False,False,False,False
L04360,False,False,False,False,False,False,False,False
L04361,False,False,False,False,False,False,False,False
L04362,False,False,False,False,False,False,False,False
L04363,False,False,False,False,False,False,False,False
L04364,False,False,False,False,False,False,False,False
L04365,False,False,False,False,False,False,False,False
L04366,False,False,False,False,False,False,False,False
L04367,False,False,False,False,False,False,False,False
L04368,False,False,False,False,False,False,False,False
L04369,False,False,False,False,False,False,False,False
L04370,False,False,False,False,False,False,False,False
L04371,False,False,False,False,False,False,False,False
L04372,False,False,False,False,False,False,False,False
L04373,False,False,False,False,False,False,False,False
L04374,False,False,False,False,False,False,False,False
L04375,False,False,False,False,False,False,False,False
L04376,False,False,False,False,False,False,False,False
L04377,False,False,False,False,False,False,False,False
L04378,False,False,False,False,False,False,False,False
L04379,False,False,False,False,False,False,False,False
L04380,False,False,False,False,False,False,False,False
L04381,False,False,False,False,False,False,False,False
L04382,False,False,False,False,False,False,False,False
L04383,False,False,False,False,False,False,False,False
L04384,False,False,False,False,False,False,False,False
L04385,False,False,False,False,False,False,False,False
L04386,False,False,False,False,False,False,False,False
L04387,False,False,False,False,False,False,False,False
L04388,False,False,False,False,False,False,False,False
L04389,False,False,False,False,False,False,False,False
L04390,False,False,False,False,False,False,False,False
L04391,False,False,False,False,False,False,False,False
L04392,False,False,False,False,False,False,False,False
L04393,False,False,False,False,False,False,False,False
L04394,False,False,False,False,False,False,False,False
L04395,False,False,False,False,False,False,False,False
L04396,False,False,False,False,False,False,False,False
L04397,False,False,False,False,False,False,False,False
L04398,False,False,False,False,False,False,False,False
L04399,False,False,False,False,False,False,False,False
L04400,False,False,False,False,False,False,False,False
L04401,False,False,False,False,False,False,False,False
L04402,False,False,False,False,False,False,False,False
L04403,False,False,False,False,False,False,False,False
L04404,False,False,False,False,False,False,False,False
L04405,False,False,False,False,False,False,False,False
L04406,False,False,False,False,False,False,False,False
L04407,False,False,False,False,False,False,False,False
L04408,False,False,False,False,False,False,False,False
L04409,False,False,False,False,False,False,False,False
L04410,False,False,False,False,False,False,False,False
L04411,False,False,False,False,False,False,False,False
L04412,False,False,False,False,False,False,False,False
L04413,False,False,False,False,False,False,False,False
L04414,False,False,False,False,False,False,False,False
L04415,False,False,False,False,False,False,False,False
L04416,False,False,False,False,False,False,False,False
L04417,False,False,False,False,False,False,False,False
L04418,False,False,False,False,False,False,False,False
L04419,False,False,False,False,False,False,False,False
L04420,False,False,False,False,False,False,False,False
L04421,False,False,False,False,False,False,False,False
L04422,False,False,False,False,False,False,False,False
L04423,False,False,False,False,False,False,False,False
L04424,False,False,False,False,False,False,False,False
L04425,False,False,False,False,False,False,False,False
L04426,False,False,False,False,False,False,False,False
L04427,False,False,False,False,False,False,False,False
L04428,False,False,False,False,False,False,False,False
L04429,False,False,False,False,False,False,False,False
L04430,False,False,False,False,False,False,False,False
L04431,False,False,False,False,False,False,False,False
L04432,False,False,False,False,False,False,False,False
L04433,False,False,False,False,False,False,False,False
L04434,False,False,False,False,False,False,False,False
L04435,False,False,False,False,False,False,False,False
L04436,False,False,False,False,False,False,False,False
L04437,False,False,False,False,False,False,False,False
L04438,False,False,False,False,False,False,False,False
L04439,False,False,False,False,False,False,False,False
L04440,False,False,False,False,False,False,False,False
L04441,False,False,False,False,False,False,False,False
L04442,False,False,False,False,False,False,False,False
L04443,False,False,False,False,False,False,False,False
L04444,False,False,False,False,False,False,False,False
L04445,False,False,False,False,False,False,False,False
L04446,False,False,False,False,False,False,False,False
L04447,False,False,False,False,False,False,False,False
L04448,False,False,False,False,False,False,False,False
L04449,False,False,False,False,False,False,False,False
L04450,False,False,False,False,False,False,False,False
L04451,False,False,False,False,False,False,False,False
L04452,False,False,False,False,False,False,False,False
L04453,False,False,False,False,False,False,False,False
L04454,False,False,False,False,False,False,False,False
L04455,False,False,False,False,False,False,False,False
L04456,False,False,False,False,False,False,False,False
L04457,False,False,False,False,False,False,False,False
L04458,False,False,False,False,False,False,False,False
L04459,False,False,False,False,False,False,False,False
L04460,False,False,False,False,False,False,False,False
L04461,False,False,False,False,False,False,False,False
L04462,False,False,False,False,False,False,False,False
L04463,False,False,False,False,False,False,False,False
L04464,False,False,False,False,False,False,False,False
L04465,False,False,False,False,False,False,False,False
L04466,False,False,False,False,False,False,False,False
L04467,False,False,False,False,False,False,False,False
L04468,False,False,False,False,False,False,False,False
L04469,False,False,False,False,False,False,False,False
L04470,False,False,False,False,False,False,False,False
L04471,False,False,False,False,False,False,False,False
L04472,False,False,False,False,False,False,False,False
L04473,False,False,False,False,False,False,False,False
L04474,False,False,False,False,False,False,False,False
L04475,False,False,False,False,False,False,False,False
L04476,False,False,False,False,False,False,False,False
L04477,False,False,False,False,False,False,False,False
L04478,False,False,False,False,False,False,False,False
L04479,False,False,False,False,False,False,False,False
L04480,False,False,False,False,False,False,False,False
L04481,False,False,False,False,False,False,False,False
L04482,False,False,False,False,False,False,False,False
L04483,False,False,False,False,False,False,False,False
L04484,False,False,False,False,False,False,False,False
L04485,False,False,False,False,False,False,False,False
L04486,False,False,False,False,False,False,False,False
L04487,False,False,False,False,False,False,False,False
L04488,False,False,False,False,False,False,False,False
L04489,False,False,False,False,False,False,False,False
L04490,False,False,False,False,False,False,False,False
L04491,False,False,False,False,False,False,False,False
L04492,False,False,False,False,False,False,False,False
L04493,False,False,False,False,False,False,False,False
L04494,False,False,False,False,False,False,False,False
L04495,False,False,False,False,False,False,False,False
L04496,False,False,False,False,False,False,False,False
L04497,False,False,False,False,False,False,False,False
L04498,False,False,False,False,False,False,False,False
L04499,False,False,False,False,False,False,False,False
L04500,False,False,False,False,False,False,False,False
L04501,False,False,False,False,False,False,False,False
L04502,False,False,False,False,False,False,False,False
L04503,False,False,False,False,False,False,False,False
L04504,False,False,False,False,False,False,False,False
L04505,False,False,False,False,False,False,False,False
L04506,False,False,False,False,False,False,False,False
L04507,False,False,False,False,False,False,False,False
L04508,False,False,False,False,False,False,False,False
L04509,False,False,False,False,False,False,False,False
L04510,False,False,False,False,False,False,False,False
L04511,False,False,False,False,False,False,False,False
L04512,False,False,False,False,False,False,False,False
L04513,False,False,False,False,False,False,False,False
L04514,False,False,False,False,False,False,False,False
L04515,False,False,False,False,False,False,False,False
L04516,False,False,False,False,False,False,False,False
L04517,False,False,False,False,False,False,False,False
L04518,False,False,False,False,False,False,False,False
L04519,False,False,False,False,False,False,False,False
L04520,False,False,False,False,False,False,False,False
L04521,False,False,False,False,False,False,False,False
L04522,False,False,False,False,False,False,False,False
L04523,False,False,False,False,False,False,False,False
L04524,False,False,False,False,False,False,False,False
L04525,False,False,False,False,False,False,False,False
L04526,False,False,False,False,False,False,False,False
L04527,False,False,False,False,False,False,False,False
L04528,False,False,False,False,False,False,False,False
L04529,False,False,False,False,False,False,False,False
L04530,False,False,False,False,False,False,False,False
L04531,False,False,False,False,False,False,False,False
L04532,False,False,False,False,False,False,False,False
L04533,False,False,False,False,False,False,False,False
L04534,False,False,False,False,False,False,False,False
L04535,False,False,False,False,False,False,False,False
L04536,False,False,False,False,False,False,False,False
L04537,False,False,False,False,False,False,False,False
L04538,False,False,False,False,False,False,False,False
L04539,False,False,False,False,False,False,False,False
L04540,False,False,False,False,False,False,False,False
L04541,False,False,False,False,False,False,False,False
L04542,False,False,False,False,False,False,False,False
L04543,False,False,False,False,False,False,False,False
L04544,False,False,False,False,False,False,False,False
L04545,False,False,False,False,False,False,False,False
L04546,False,False,False,False,False,False,False,False
L04547,False,False,False,False,False,False,False,False
L04548,False,False,False,False,False,False,False,False
